"","Var1","Freq"
"135","GO:0019760",6
"136","GO:0032870",6
"137","GO:0042594",6
"138","GO:0043086",6
"139","GO:0046777",6
"140","GO:0048507",6
"141","GO:0055062",6
"142","GO:0065008",6
"143","GO:0071482",6
"144","GO:0090693",6
"145","GO:1902074",6
"146","GO:0005986",5
"147","GO:0006012",5
"148","GO:0006351",5
"149","GO:0006508",5
"150","GO:0006790",5
"151","GO:0006950",5
"152","GO:0008643",5
"153","GO:0009415",5
"154","GO:0009695",5
"155","GO:0009909",5
"156","GO:0009911",5
"157","GO:0010025",5
"158","GO:0010112",5
"159","GO:0010118",5
"160","GO:0010189",5
"161","GO:0015804",5
"162","GO:0015994",5
"163","GO:0016104",5
"164","GO:0035556",5
"165","GO:0036211",5
"166","GO:0042435",5
"167","GO:0042542",5
"168","GO:0046856",5
"169","GO:0048573",5
"170","GO:0048878",5
"171","GO:0070588",5
"172","GO:1990961",5
"173","GO:2000143",5
"174","GO:0005992",4
"175","GO:0006778",4
"176","GO:0006874",4
"177","GO:0007049",4
"178","GO:0009056",4
"179","GO:0009058",4
"180","GO:0009314",4
"181","GO:0009615",4
"182","GO:0009658",4
"183","GO:0009697",4
"184","GO:0009789",4
"185","GO:0009813",4
"186","GO:0009834",4
"187","GO:0009863",4
"188","GO:0009892",4
"189","GO:0010030",4
"190","GO:0010218",4
"191","GO:0010345",4
"192","GO:0010555",4
"193","GO:0015770",4
"194","GO:0016102",4
"195","GO:0016125",4
"196","GO:0031408",4
"197","GO:0042372",4
"198","GO:0042631",4
"199","GO:0042761",4
"200","GO:0046256",4
"201","GO:0048638",4
"202","GO:0051254",4
"203","GO:0065003",4
"204","GO:0071483",4
"205","GO:1900150",4
"206","GO:1905200",4
"207","GO:1905582",4
"208","GO:2000026",4
"209","GO:0000302",3
"210","GO:0005985",3
"211","GO:0006032",3
"212","GO:0006470",3
"213","GO:0006633",3
"214","GO:0006636",3
"215","GO:0006813",3
"216","GO:0006816",3
"217","GO:0006878",3
"218","GO:0007623",3
"219","GO:0009435",3
"220","GO:0009624",3
"221","GO:0009638",3
"222","GO:0009648",3
"223","GO:0009694",3
"224","GO:0009736",3
"225","GO:0009809",3
"226","GO:0009832",3
"227","GO:0009851",3
"228","GO:0009901",3
"229","GO:0009958",3
"230","GO:0009966",3
"231","GO:0010017",3
"232","GO:0010039",3
"233","GO:0010073",3
"234","GO:0010162",3
"235","GO:0010344",3
"236","GO:0012501",3
"237","GO:0015867",3
"238","GO:0015979",3
"239","GO:0015996",3
"240","GO:0016121",3
"241","GO:0016192",3
"242","GO:0016310",3
"243","GO:0019762",3
"244","GO:0022603",3
"245","GO:0030003",3
"246","GO:0032259",3
"247","GO:0034059",3
"248","GO:0034605",3
"249","GO:0036444",3
"250","GO:0040029",3
"251","GO:0045087",3
"252","GO:0048443",3
"253","GO:0048838",3
"254","GO:0050826",3
"255","GO:0051239",3
"256","GO:0051603",3
"257","GO:0055129",3
"258","GO:0071395",3
"259","GO:0071446",3
"260","GO:0080003",3
"261","GO:0140547",3
"262","GO:1900057",3
"263","GO:1900366",3
"264","GO:1990641",3
"265","GO:2000028",3
"266","GO:2000241",3
"267","GO:0000038",2
"268","GO:0000103",2
"269","GO:0000304",2
"270","GO:0000398",2
"271","GO:0000719",2
"272","GO:0002221",2
"273","GO:0003006",2
"274","GO:0005993",2
"275","GO:0006090",2
"276","GO:0006108",2
"277","GO:0006364",2
"278","GO:0006457",2
"279","GO:0006486",2
"280","GO:0006520",2
"281","GO:0006542",2
"282","GO:0006568",2
"283","GO:0006722",2
"284","GO:0006810",2
"285","GO:0006811",2
"286","GO:0006812",2
"287","GO:0006817",2
"288","GO:0006855",2
"289","GO:0006865",2
"290","GO:0006882",2
"291","GO:0006995",2
"292","GO:0007129",2
"293","GO:0007166",2
"294","GO:0007275",2
"295","GO:0008219",2
"296","GO:0008299",2
"297","GO:0009061",2
"298","GO:0009247",2
"299","GO:0009308",2
"300","GO:0009395",2
"301","GO:0009446",2
"302","GO:0009448",2
"303","GO:0009630",2
"304","GO:0009640",2
"305","GO:0009644",2
"306","GO:0009646",2
"307","GO:0009649",2
"308","GO:0009687",2
"309","GO:0009693",2
"310","GO:0009704",2
"311","GO:0009725",2
"312","GO:0009735",2
"313","GO:0009787",2
"314","GO:0009828",2
"315","GO:0009850",2
"316","GO:0009860",2
"317","GO:0009891",2
"318","GO:0010016",2
"319","GO:0010029",2
"320","GO:0010043",2
"321","GO:0010075",2
"322","GO:0010120",2
"323","GO:0010133",2
"324","GO:0010143",2
"325","GO:0010154",2
"326","GO:0010167",2
"327","GO:0010183",2
"328","GO:0010187",2
"329","GO:0010214",2
"330","GO:0010223",2
"331","GO:0010229",2
"332","GO:0010249",2
"333","GO:0010256",2
"334","GO:0010262",2
"335","GO:0010268",2
"336","GO:0010380",2
"337","GO:0010383",2
"338","GO:0010411",2
"339","GO:0010556",2
"340","GO:0010588",2
"341","GO:0010604",2
"342","GO:0010605",2
"343","GO:0015706",2
"344","GO:0015743",2
"345","GO:0015749",2
"346","GO:0015798",2
"347","GO:0015800",2
"348","GO:0015866",2
"349","GO:0015918",2
"350","GO:0015995",2
"351","GO:0016024",2
"352","GO:0016051",2
"353","GO:0016114",2
"354","GO:0016132",2
"355","GO:0018105",2
"356","GO:0019375",2
"357","GO:0019432",2
"358","GO:0019722",2
"359","GO:0019915",2
"360","GO:0019953",2
"361","GO:0030026",2
"362","GO:0030497",2
"363","GO:0031328",2
"364","GO:0031348",2
"365","GO:0031668",2
"366","GO:0031669",2
"367","GO:0032366",2
"368","GO:0033014",2
"369","GO:0033389",2
"370","GO:0034440",2
"371","GO:0035970",2
"372","GO:0036293",2
"373","GO:0042752",2
"374","GO:0043447",2
"375","GO:0044272",2
"376","GO:0045489",2
"377","GO:0045944",2
"378","GO:0046148",2
"379","GO:0046686",2
"380","GO:0048235",2
"381","GO:0048468",2
"382","GO:0048544",2
"383","GO:0048580",2
"384","GO:0048825",2
"385","GO:0048868",2
"386","GO:0051262",2
"387","GO:0051457",2
"388","GO:0051555",2
"389","GO:0051560",2
"390","GO:0051762",2
"391","GO:0061025",2
"392","GO:0070417",2
"393","GO:0071249",2
"394","GO:0071365",2
"395","GO:0071369",2
"396","GO:0071555",2
"397","GO:0071836",2
"398","GO:0080027",2
"399","GO:0080051",2
"400","GO:0080086",2
"401","GO:0080112",2
"402","GO:0080167",2
"403","GO:0090333",2
"404","GO:0090351",2
"405","GO:0098656",2
"406","GO:0098712",2
"407","GO:1900056",2
"408","GO:1900425",2
"409","GO:1901361",2
"410","GO:1903046",2
"411","GO:1905039",2
"412","GO:1905392",2
"413","GO:2000039",2
"414","GO:2000068",2
"415","GO:2000280",2
"416","GO:0000045",1
"417","GO:0000050",1
"418","GO:0000122",1
"419","GO:0000160",1
"420","GO:0000373",1
"421","GO:0000949",1
"422","GO:0001101",1
"423","GO:0001558",1
"424","GO:0001561",1
"425","GO:0002239",1
"426","GO:0002758",1
"427","GO:0003002",1
"428","GO:0005976",1
"429","GO:0005982",1
"430","GO:0005983",1
"431","GO:0006007",1
"432","GO:0006020",1
"433","GO:0006089",1
"434","GO:0006091",1
"435","GO:0006096",1
"436","GO:0006099",1
"437","GO:0006105",1
"438","GO:0006116",1
"439","GO:0006122",1
"440","GO:0006123",1
"441","GO:0006334",1
"442","GO:0006396",1
"443","GO:0006414",1
"444","GO:0006499",1
"445","GO:0006511",1
"446","GO:0006536",1
"447","GO:0006540",1
"448","GO:0006541",1
"449","GO:0006560",1
"450","GO:0006562",1
"451","GO:0006564",1
"452","GO:0006570",1
"453","GO:0006572",1
"454","GO:0006591",1
"455","GO:0006616",1
"456","GO:0006646",1
"457","GO:0006649",1
"458","GO:0006654",1
"459","GO:0006656",1
"460","GO:0006680",1
"461","GO:0006793",1
"462","GO:0006796",1
"463","GO:0006814",1
"464","GO:0006820",1
"465","GO:0006826",1
"466","GO:0006880",1
"467","GO:0006886",1
"468","GO:0006888",1
"469","GO:0006949",1
"470","GO:0007030",1
"471","GO:0007186",1
"472","GO:0008272",1
"473","GO:0008283",1
"474","GO:0008361",1
"475","GO:0009051",1
"476","GO:0009102",1
"477","GO:0009116",1
"478","GO:0009267",1
"479","GO:0009411",1
"480","GO:0009413",1
"481","GO:0009450",1
"482","GO:0009451",1
"483","GO:0009553",1
"484","GO:0009567",1
"485","GO:0009606",1
"486","GO:0009609",1
"487","GO:0009610",1
"488","GO:0009625",1
"489","GO:0009626",1
"490","GO:0009629",1
"491","GO:0009635",1
"492","GO:0009668",1
"493","GO:0009688",1
"494","GO:0009690",1
"495","GO:0009734",1
"496","GO:0009740",1
"497","GO:0009741",1
"498","GO:0009742",1
"499","GO:0009750",1
"500","GO:0009765",1
"501","GO:0009768",1
"502","GO:0009785",1
"503","GO:0009823",1
"504","GO:0009833",1
"505","GO:0009856",1
"506","GO:0009861",1
"507","GO:0009865",1
"508","GO:0009875",1
"509","GO:0009915",1
"510","GO:0009926",1
"511","GO:0009938",1
"512","GO:0009943",1
"513","GO:0009956",1
"514","GO:0009961",1
"515","GO:0009962",1
"516","GO:0009965",1
"517","GO:0009972",1
"518","GO:0010026",1
"519","GO:0010027",1
"520","GO:0010033",1
"521","GO:0010037",1
"522","GO:0010044",1
"523","GO:0010047",1
"524","GO:0010048",1
"525","GO:0010051",1
"526","GO:0010053",1
"527","GO:0010074",1
"528","GO:0010077",1
"529","GO:0010082",1
"530","GO:0010087",1
"531","GO:0010089",1
"532","GO:0010102",1
"533","GO:0010115",1
"534","GO:0010117",1
"535","GO:0010119",1
"536","GO:0010148",1
"537","GO:0010182",1
"538","GO:0010193",1
"539","GO:0010208",1
"540","GO:0010222",1
"541","GO:0010224",1
"542","GO:0010227",1
"543","GO:0010230",1
"544","GO:0010243",1
"545","GO:0010263",1
"546","GO:0010286",1
"547","GO:0010311",1
"548","GO:0010315",1
"549","GO:0010336",1
"550","GO:0010351",1
"551","GO:0010358",1
"552","GO:0010374",1
"553","GO:0010378",1
"554","GO:0010398",1
"555","GO:0010446",1
"556","GO:0010496",1
"557","GO:0010497",1
"558","GO:0010507",1
"559","GO:0010540",1
"560","GO:0010581",1
"561","GO:0010583",1
"562","GO:0010584",1
"563","GO:0010623",1
"564","GO:0010629",1
"565","GO:0010866",1
"566","GO:0015801",1
"567","GO:0015808",1
"568","GO:0015839",1
"569","GO:0015904",1
"570","GO:0015908",1
"571","GO:0016049",1
"572","GO:0016053",1
"573","GO:0016094",1
"574","GO:0016122",1
"575","GO:0016124",1
"576","GO:0016540",1
"577","GO:0019219",1
"578","GO:0019252",1
"579","GO:0019310",1
"580","GO:0019367",1
"581","GO:0019408",1
"582","GO:0019439",1
"583","GO:0019484",1
"584","GO:0019684",1
"585","GO:0019745",1
"586","GO:0021700",1
"587","GO:0022622",1
"588","GO:0023052",1
"589","GO:0030001",1
"590","GO:0030007",1
"591","GO:0030148",1
"592","GO:0030198",1
"593","GO:0030244",1
"594","GO:0030643",1
"595","GO:0031000",1
"596","GO:0031048",1
"597","GO:0031179",1
"598","GO:0031327",1
"599","GO:0031407",1
"600","GO:0031468",1
"601","GO:0032260",1
"602","GO:0032355",1
"603","GO:0032957",1
"604","GO:0033036",1
"605","GO:0033231",1
"606","GO:0033306",1
"607","GO:0033358",1
"608","GO:0033384",1
"609","GO:0033386",1
"610","GO:0033499",1
"611","GO:0033619",1
"612","GO:0034389",1
"613","GO:0034407",1
"614","GO:0034614",1
"615","GO:0034625",1
"616","GO:0034626",1
"617","GO:0034644",1
"618","GO:0034654",1
"619","GO:0035435",1
"620","GO:0035445",1
"621","GO:0040008",1
"622","GO:0040009",1
"623","GO:0042026",1
"624","GO:0042127",1
"625","GO:0042128",1
"626","GO:0042218",1
"627","GO:0042335",1
"628","GO:0042430",1
"629","GO:0042545",1
"630","GO:0042592",1
"631","GO:0042744",1
"632","GO:0042753",1
"633","GO:0043067",1
"634","GO:0043069",1
"635","GO:0043090",1
"636","GO:0043157",1
"637","GO:0043161",1
"638","GO:0043207",1
"639","GO:0043266",1
"640","GO:0043547",1
"641","GO:0043562",1
"642","GO:0043622",1
"643","GO:0045165",1
"644","GO:0045176",1
"645","GO:0045227",1
"646","GO:0045292",1
"647","GO:0045333",1
"648","GO:0045337",1
"649","GO:0045454",1
"650","GO:0045490",1
"651","GO:0045814",1
"652","GO:0045834",1
"653","GO:0045910",1
"654","GO:0045927",1
"655","GO:0045935",1
"656","GO:0046185",1
"657","GO:0046244",1
"658","GO:0046283",1
"659","GO:0046294",1
"660","GO:0046345",1
"661","GO:0046622",1
"662","GO:0046685",1
"663","GO:0046688",1
"664","GO:0046713",1
"665","GO:0046739",1
"666","GO:0047484",1
"667","GO:0048015",1
"668","GO:0048437",1
"669","GO:0048510",1
"670","GO:0048527",1
"671","GO:0048581",1
"672","GO:0048588",1
"673","GO:0048609",1
"674","GO:0048629",1
"675","GO:0048646",1
"676","GO:0048658",1
"677","GO:0048731",1
"678","GO:0048765",1
"679","GO:0048766",1
"680","GO:0048767",1
"681","GO:0050691",1
"682","GO:0050801",1
"683","GO:0050821",1
"684","GO:0050829",1
"685","GO:0051026",1
"686","GO:0051085",1
"687","GO:0051209",1
"688","GO:0051252",1
"689","GO:0051259",1
"690","GO:0051260",1
"691","GO:0051365",1
"692","GO:0051453",1
"693","GO:0051510",1
"694","GO:0051554",1
"695","GO:0051592",1
"696","GO:0051641",1
"697","GO:0051707",1
"698","GO:0051923",1
"699","GO:0052386",1
"700","GO:0052543",1
"701","GO:0052546",1
"702","GO:0055075",1
"703","GO:0055082",1
"704","GO:0060416",1
"705","GO:0060560",1
"706","GO:0060586",1
"707","GO:0060627",1
"708","GO:0060866",1
"709","GO:0060918",1
"710","GO:0060919",1
"711","GO:0061157",1
"712","GO:0062211",1
"713","GO:0070179",1
"714","GO:0070301",1
"715","GO:0070542",1
"716","GO:0070574",1
"717","GO:0070592",1
"718","GO:0070727",1
"719","GO:0070814",1
"720","GO:0071108",1
"721","GO:0071230",1
"722","GO:0071243",1
"723","GO:0071244",1
"724","GO:0071333",1
"725","GO:0071454",1
"726","GO:0071470",1
"727","GO:0071472",1
"728","GO:0071475",1
"729","GO:0071484",1
"730","GO:0071485",1
"731","GO:0071486",1
"732","GO:0071489",1
"733","GO:0071490",1
"734","GO:0071491",1
"735","GO:0071492",1
"736","GO:0071702",1
"737","GO:0071704",1
"738","GO:0071705",1
"739","GO:0071732",1
"740","GO:0071784",1
"741","GO:0071786",1
"742","GO:0072330",1
"743","GO:0072593",1
"744","GO:0080022",1
"745","GO:0080024",1
"746","GO:0080028",1
"747","GO:0080029",1
"748","GO:0080040",1
"749","GO:0080113",1
"750","GO:0080121",1
"751","GO:0080143",1
"752","GO:0080147",1
"753","GO:0080148",1
"754","GO:0080162",1
"755","GO:0080168",1
"756","GO:0080184",1
"757","GO:0080186",1
"758","GO:0090057",1
"759","GO:0090148",1
"760","GO:0090158",1
"761","GO:0090332",1
"762","GO:0090449",1
"763","GO:0090548",1
"764","GO:0090551",1
"765","GO:0090627",1
"766","GO:0097237",1
"767","GO:0098655",1
"768","GO:0098657",1
"769","GO:0098755",1
"770","GO:0098869",1
"771","GO:0099402",1
"772","GO:0110126",1
"773","GO:0120029",1
"774","GO:0120195",1
"775","GO:1900033",1
"776","GO:1900034",1
"777","GO:1900037",1
"778","GO:1900039",1
"779","GO:1900070",1
"780","GO:1900140",1
"781","GO:1900367",1
"782","GO:1900424",1
"783","GO:1900457",1
"784","GO:1901137",1
"785","GO:1901349",1
"786","GO:1901601",1
"787","GO:1901617",1
"788","GO:1901679",1
"789","GO:1902289",1
"790","GO:1902456",1
"791","GO:1902457",1
"792","GO:1902584",1
"793","GO:1902600",1
"794","GO:1902609",1
"795","GO:1902890",1
"796","GO:1903426",1
"797","GO:1903825",1
"798","GO:1904821",1
"799","GO:1904963",1
"800","GO:1905393",1
"801","GO:1990019",1
"802","GO:1990110",1
"803","GO:1990573",1
"804","GO:1990748",1
"805","GO:2000024",1
"806","GO:2000038",1
"807","GO:2000214",1
"808","GO:2000377",1
"809","GO:2001141",1
